Geographic Level,Location,Year,Total Population,Household Population,Group Quarters Population,Total Housing Units,Single Family Units,Multiple Family Units,Mobile Homes,Occupied Units,Vacancy Rate (%),Persons Per Household,Single Family Detached Units,Single Family Attached Units,Two to Four Family Units,Five Plus Family Units,Vacant Units,Source
City,El Cajon,2020,106321,103821,2500,36749,17086,17784,1879,35610,3.1,2.915501263689974,15216.0,1870.0,2822.0,14962.0,1139,E-8
City,El Centro,1991,32812,32283,529,10562,6155,3533,874,9983,5.481916303730354,3.233797455674647,,,,,579,E-8
City,El Centro,1992,35085,34517,568,11048,6294,3837,917,10425,5.639029688631426,3.3109832134292567,,,,,623,E-8
City,El Centro,1993,35304,34698,606,11196,6390,3845,961,10550,5.769917827795641,3.288909952606635,,,,,646,E-8
City,El Centro,1994,35833,35188,645,11306,6460,3841,1005,10637,5.917212099770033,3.308075585221397,,,,,669,E-8
City,El Centro,1995,36869,36185,684,11780,6813,3880,1087,11069,6.035653650254669,3.269039660312585,,,,,711,E-8
City,El Centro,1996,37273,36550,723,11920,6835,3955,1130,11187,6.149328859060402,3.267185125592205,,,,,733,E-8
City,El Centro,1997,37356,36595,761,12006,6870,3960,1176,11252,6.280193236714976,3.252310700319943,,,,,754,E-8
City,El Centro,1998,37435,36635,800,12112,6940,3952,1220,11335,6.415125495376486,3.232024702249669,,,,,777,E-8
City,El Centro,1999,37709,36870,839,12236,6987,3986,1263,11438,6.521739130434782,3.223465640846302,,,,,798,E-8
City,El Centro,2000,37871,36994,877,12298,7024,3967,1307,11480,6.651488046836884,3.2224738675958187,,,,,818,E-8
City,El Centro,2001,38166,37284,882,12349,7075,3940,1334,11493,6.931735363187302,3.244061602714696,,,,,856,E-8
City,El Centro,2002,38118,37243,875,12400,7133,3912,1355,11501,7.249999999999999,3.238240153030171,,,,,899,E-8
City,El Centro,2003,38456,37589,867,12568,7218,3973,1377,11618,7.558879694462125,3.2354105698054743,,,,,950,E-8
City,El Centro,2004,38589,37729,860,12698,7346,3954,1398,11699,7.86738068987242,3.224976493717412,,,,,999,E-8
City,El Centro,2005,39147,38294,853,13037,7607,4011,1419,11975,8.146045869448493,3.197828810020877,,,,,1062,E-8
City,El Centro,2006,39957,39111,846,13798,8250,4108,1440,12645,8.356283519350631,3.0930011862396203,,,,,1153,E-8
City,El Centro,2007,39617,38778,839,13912,8289,4161,1462,12712,8.625646923519264,3.050503461296413,,,,,1200,E-8
City,El Centro,2008,40874,40042,832,14150,8411,4256,1483,12894,8.876325088339222,3.105475414921669,,,,,1256,E-8
City,El Centro,2009,41804,40979,825,14357,8494,4359,1504,13047,9.12446890018806,3.1408752970031424,,,,,1310,E-8
City,El Centro,2010,42598,41782,816,14476,8513,4432,1531,13108,9.45012434374136,3.187519072322246,8086.0,427.0,1577.0,2855.0,1368,E-8
City,El Centro,2011,43086,42272,814,14505,8543,4431,1529,13183,9.114098586694242,3.2065538951680197,8114.0,429.0,1575.0,2856.0,1322,E-8
City,El Centro,2012,43702,42890,812,14536,8572,4438,1526,13270,8.709411117226196,3.2321024868123587,8141.0,431.0,1575.0,2863.0,1266,E-8
City,El Centro,2013,44043,43233,810,14634,8595,4517,1521,13349,8.780921142544763,3.2386695632631657,8161.0,434.0,1575.0,2942.0,1285,E-8
City,El Centro,2014,44189,43381,808,14667,8626,4523,1517,13433,8.413445148973885,3.229434973572545,8189.0,437.0,1575.0,2948.0,1234,E-8
City,El Centro,2015,44541,43735,806,14735,8690,4531,1514,13562,7.960637936884963,3.224819348178735,8251.0,439.0,1575.0,2956.0,1173,E-8
City,El Centro,2016,44670,43866,804,14777,8728,4539,1510,13672,7.477837179400415,3.2084552369806905,8286.0,442.0,1576.0,2963.0,1105,E-8
City,El Centro,2017,44771,43969,802,14825,8771,4546,1508,13769,7.123102866779085,3.1933328491538964,8327.0,444.0,1575.0,2971.0,1056,E-8
City,El Centro,2018,45103,44303,800,14947,8807,4635,1504,13907,6.957917976851546,3.18566189688646,8360.0,447.0,1575.0,3060.0,1040,E-8
City,El Centro,2019,45093,44295,798,14986,8837,4647,1501,14011,6.50607233417857,3.161444579259153,8387.0,450.0,1580.0,3067.0,975,E-8
City,El Centro,2020,44808,44015,793,15041,8865,4679,1497,14137,6.01,3.1134611303671216,8411.0,454.0,1588.0,3091.0,904,E-8
City,El Cerrito,1991,22799,22670,129,10334,7624,2639,71,9956,3.657828527191794,2.2770188830855767,,,,,378,E-8
City,El Cerrito,1992,22694,22560,134,10336,7628,2641,67,9973,3.5119969040247683,2.262107690765065,,,,,363,E-8
City,El Cerrito,1993,22905,22766,139,10469,7629,2778,62,10113,3.400515808577705,2.25116187085929,,,,,356,E-8
City,El Cerrito,1994,22940,22796,144,10466,7629,2779,58,10125,3.258169310147143,2.251456790123457,,,,,341,E-8
City,El Cerrito,1995,22886,22737,149,10464,7628,2782,54,10137,3.125,2.2429712932820363,,,,,327,E-8
City,El Cerrito,1996,22803,22649,154,10466,7633,2783,50,10153,2.990636346264093,2.230769230769231,,,,,313,E-8
City,El Cerrito,1997,22871,22712,159,10465,7634,2785,46,10165,2.866698518872432,2.2343334972946383,,,,,300,E-8
City,El Cerrito,1998,22992,22827,165,10458,7630,2787,41,10173,2.725186460126219,2.2438808611029195,,,,,285,E-8
City,El Cerrito,1999,23125,22955,170,10453,7628,2788,37,10182,2.5925571606237443,2.254468670202318,,,,,271,E-8
City,El Cerrito,2000,23167,22992,175,10457,7633,2791,33,10199,2.467246820311753,2.254338660653006,,,,,258,E-8
City,El Cerrito,2001,23354,23184,170,10468,7651,2783,34,10190,2.6557126480703097,2.275171736997056,,,,,278,E-8
City,El Cerrito,2002,23398,23237,161,10482,7670,2775,37,10173,2.94791070406411,2.2841836233166224,,,,,309,E-8
City,El Cerrito,2003,23379,23226,153,10490,7689,2762,39,10150,3.241182078169685,2.2882758620689656,,,,,340,E-8
City,El Cerrito,2004,23305,23160,145,10493,7701,2750,42,10121,3.545220623272658,2.288311431676712,,,,,372,E-8
City,El Cerrito,2005,23120,22983,137,10504,7722,2737,45,10101,3.836633663366337,2.2753192753192755,,,,,403,E-8
City,El Cerrito,2006,23030,22902,128,10611,7751,2812,48,10172,4.137216096503629,2.25147463625639,,,,,439,E-8
City,El Cerrito,2007,22952,22832,120,10615,7765,2800,50,10145,4.4276966556759305,2.250566781665845,,,,,470,E-8
City,El Cerrito,2008,23193,23081,112,10700,7780,2867,53,10197,4.700934579439252,2.2635088751593604,,,,,503,E-8
City,El Cerrito,2009,23350,23247,103,10706,7795,2855,56,10171,4.997197832990846,2.2856159669649,,,,,535,E-8
City,El Cerrito,2010,23549,23456,93,10716,7818,2839,59,10142,5.3564762971257895,2.31275882468941,7480.0,338.0,1389.0,1450.0,574,E-8
City,El Cerrito,2011,23830,23732,98,10718,7823,2836,59,10155,5.252845680164208,2.3369768586903,7482.0,341.0,1386.0,1450.0,563,E-8
City,El Cerrito,2012,24088,23985,103,10720,7829,2833,58,10166,5.167910447761193,2.3593350383631715,7487.0,342.0,1383.0,1450.0,554,E-8
City,El Cerrito,2013,24341,24233,108,10719,7832,2829,58,10153,5.280343315607794,2.3867822318526546,7489.0,343.0,1380.0,1449.0,566,E-8
City,El Cerrito,2014,24596,24483,113,10722,7838,2826,58,10166,5.185599701548216,2.408321857170962,7489.0,349.0,1377.0,1449.0,556,E-8
City,El Cerrito,2015,24884,24766,118,10721,7840,2823,58,10179,5.055498554239346,2.433048433048433,7490.0,350.0,1374.0,1449.0,542,E-8
City,El Cerrito,2016,25183,25060,123,10777,7844,2876,57,10232,5.057065973833163,2.449179046129789,7493.0,351.0,1371.0,1505.0,545,E-8
City,El Cerrito,2017,25328,25200,128,10781,7851,2873,57,10246,4.962433911510988,2.4594963888346677,7494.0,357.0,1368.0,1505.0,535,E-8
City,El Cerrito,2018,25504,25371,133,10826,7856,2913,57,10292,4.93256973951598,2.4651185386708123,7498.0,358.0,1365.0,1548.0,534,E-8
City,El Cerrito,2019,25765,25627,138,10918,7873,2989,56,10389,4.845209745374612,2.4667436711906823,7507.0,366.0,1362.0,1627.0,529,E-8
City,El Cerrito,2020,25979,25841,138,10996,7881,3059,56,10483,4.67,2.465038633978823,7512.0,369.0,1369.0,1690.0,513,E-8
City,El Monte,1991,107476,105778,1698,27288,17348,8342,1598,26272,3.723248314277338,4.026263702801462,,,,,1016,E-8
City,El Monte,1992,108852,107148,1704,27432,17519,8327,1586,26444,3.6016331291921846,4.05188322492815,,,,,988,E-8
City,El Monte,1993,109438,107788,1650,27448,17576,8298,1574,26494,3.475663071990674,4.068392843662716,,,,,954,E-8
City,El Monte,1994,109306,107709,1597,27383,17646,8260,1477,26465,3.3524449475952234,4.069865860570565,,,,,918,E-8
City,El Monte,1995,110100,108556,1544,27418,17727,8226,1465,26531,3.235101028521409,4.091666352568693,,,,,887,E-8
City,El Monte,1996,110122,108631,1491,27419,17782,8184,1453,26565,3.1146285422517237,4.089252776209298,,,,,854,E-8
City,El Monte,1997,111026,109589,1437,27533,17872,8220,1441,26708,2.9964043148222133,4.103227497379063,,,,,825,E-8
City,El Monte,1998,111882,110492,1390,27531,17916,8186,1429,26740,2.873124841088228,4.132086761406133,,,,,791,E-8
City,El Monte,1999,113445,112108,1337,27638,17930,8291,1417,26876,2.757073594326652,4.171305253758,,,,,762,E-8
City,El Monte,2000,115174,113891,1283,27678,18014,8259,1405,26949,2.6338608280945155,4.226167946862592,,,,,729,E-8
City,El Monte,2001,116235,114979,1256,27797,18140,8248,1409,27034,2.7449005288340467,4.253125693571059,,,,,763,E-8
City,El Monte,2002,116785,115548,1237,27928,18353,8153,1422,27112,2.92179891148668,4.261876659781646,,,,,816,E-8
City,El Monte,2003,117764,116546,1218,28214,18724,8058,1432,27341,3.094208548947331,4.262682418346074,,,,,873,E-8
City,El Monte,2004,117851,116652,1199,28361,18955,7965,1441,27435,3.265047071682945,4.25194095133953,,,,,926,E-8
City,El Monte,2005,118295,117115,1180,28728,19207,8070,1451,27743,3.428710665552771,4.2214252243809245,,,,,985,E-8
City,El Monte,2006,116901,115740,1161,28776,19342,7974,1460,27739,3.6036975257158734,4.172464760806085,,,,,1037,E-8
City,El Monte,2007,115996,114854,1142,28902,19554,7879,1469,27812,3.7713653034392087,4.129656263483389,,,,,1090,E-8
City,El Monte,2008,114920,113797,1123,28957,19694,7784,1479,27816,3.940325309942328,4.091062697727926,,,,,1141,E-8
City,El Monte,2009,114434,113330,1104,29056,19879,7689,1488,27863,4.105864537444933,4.067401213078276,,,,,1193,E-8
City,El Monte,2010,113475,112395,1080,29069,19999,7570,1500,27814,4.317313977088999,4.040950600417056,16267.0,3732.0,1473.0,6097.0,1255,E-8
City,El Monte,2011,113316,112212,1104,29095,20026,7573,1496,27869,4.213782436844815,4.0264092719509135,16282.0,3744.0,1471.0,6102.0,1226,E-8
City,El Monte,2012,113249,112121,1128,29132,20065,7576,1491,27954,4.04366332555266,4.010910781998998,16306.0,3759.0,1470.0,6106.0,1178,E-8
City,El Monte,2013,112943,111791,1152,29150,20093,7572,1485,28029,3.845626072041164,3.9884048663883833,16318.0,3775.0,1462.0,6110.0,1121,E-8
City,El Monte,2014,112436,111260,1176,29184,20130,7575,1479,28113,3.6698190789473673,3.957599686977555,16340.0,3790.0,1460.0,6115.0,1071,E-8
City,El Monte,2015,111948,110748,1200,29258,20208,7577,1473,28233,3.503315332558621,3.922643714801828,16403.0,3805.0,1458.0,6119.0,1025,E-8
City,El Monte,2016,111598,110374,1224,29442,20263,7712,1467,28467,3.3115956796413326,3.877261390381846,16441.0,3822.0,1456.0,6256.0,975,E-8
City,El Monte,2017,110563,109315,1248,29471,20295,7715,1461,28546,3.138678701095987,3.829433195544034,16458.0,3837.0,1454.0,6261.0,925,E-8
City,El Monte,2018,109627,108355,1272,29548,20365,7723,1460,28674,2.957899011777443,3.7788588965613448,16511.0,3854.0,1458.0,6265.0,874,E-8
City,El Monte,2019,109425,108129,1296,29805,20402,7949,1454,28976,2.7814125146787494,3.731674489232468,16533.0,3869.0,1456.0,6493.0,829,E-8
City,El Monte,2020,109148,107829,1319,29893,20478,7969,1446,29137,2.53,3.700758485774102,16585.0,3893.0,1459.0,6510.0,756,E-8
City,El Segundo,1991,15066,15064,2,7190,3425,3763,2,6790,5.563282336578582,2.218556701030928,,,,,400,E-8
City,El Segundo,1992,15165,15161,4,7214,3438,3773,3,6835,5.253673412808428,2.218141916605706,,,,,379,E-8
City,El Segundo,1993,15337,15331,6,7260,3448,3808,4,6898,4.986225895316805,2.222528269063497,,,,,362,E-8
City,El Segundo,1994,15361,15352,9,7268,3454,3809,5,6928,4.678040726472207,2.215935334872979,,,,,340,E-8
City,El Segundo,1995,15525,15514,11,7279,3459,3814,6,6961,4.368731968677016,2.228702772590145,,,,,318,E-8
City,El Segundo,1996,15497,15484,13,7273,3466,3800,7,6977,4.069847380723223,2.219291959294826,,,,,296,E-8
City,El Segundo,1997,15543,15527,16,7271,3475,3788,8,6998,3.75464172741026,2.218776793369534,,,,,273,E-8
City,El Segundo,1998,15636,15618,18,7266,3483,3774,9,7015,3.454445361959813,2.226372059871704,,,,,251,E-8
City,El Segundo,1999,15766,15746,20,7260,3491,3759,10,7032,3.1404958677685952,2.239192263936291,,,,,228,E-8
City,El Segundo,2000,15990,15968,22,7268,3513,3744,11,7062,2.834342322509632,2.261115831209289,,,,,206,E-8
City,El Segundo,2001,16200,16173,27,7280,3511,3758,11,7070,2.8846153846153846,2.287553041018388,,,,,210,E-8
City,El Segundo,2002,16363,16331,32,7288,3509,3767,12,7066,3.0461031833150387,2.3112086045853384,,,,,222,E-8
City,El Segundo,2003,16506,16468,38,7302,3514,3776,12,7067,3.218296357162421,2.330267440215084,,,,,235,E-8
City,El Segundo,2004,16612,16569,43,7318,3520,3785,13,7071,3.375239136376059,2.343232923207467,,,,,247,E-8
City,El Segundo,2005,16649,16601,48,7340,3508,3819,13,7080,3.5422343324250685,2.344774011299435,,,,,260,E-8
City,El Segundo,2006,16600,16547,53,7353,3511,3829,13,7081,3.6991704066367466,2.3368168337805395,,,,,272,E-8
City,El Segundo,2007,16599,16540,59,7377,3526,3837,14,7091,3.876914734987122,2.332534198279509,,,,,286,E-8
City,El Segundo,2008,16547,16483,64,7379,3519,3846,14,7082,4.0249356281338935,2.327449872917255,,,,,297,E-8
City,El Segundo,2009,16581,16512,69,7396,3527,3854,15,7087,4.177934018388318,2.3298998165655425,,,,,309,E-8
City,El Segundo,2010,16654,16578,76,7410,3528,3867,15,7085,4.385964912280704,2.339872971065632,3174.0,354.0,767.0,3100.0,325,E-8
City,El Segundo,2011,16808,16729,79,7417,3535,3867,15,7092,4.381825535930972,2.358855047941342,3180.0,355.0,766.0,3101.0,325,E-8
City,El Segundo,2012,16954,16872,82,7420,3537,3868,15,7095,4.380053908355796,2.378012684989429,3181.0,356.0,765.0,3103.0,325,E-8
City,El Segundo,2013,17056,16971,85,7424,3541,3868,15,7091,4.485452586206895,2.393315470314483,3183.0,358.0,764.0,3104.0,333,E-8
City,El Segundo,2014,17145,17057,88,7429,3537,3877,15,7096,4.482433705747746,2.403748590755355,3178.0,359.0,772.0,3105.0,333,E-8
City,El Segundo,2015,17244,17153,91,7445,3546,3884,15,7113,4.459368703828071,2.4115000702938283,3186.0,360.0,777.0,3107.0,332,E-8
City,El Segundo,2016,17273,17179,94,7451,3553,3884,14,7121,4.428935713327076,2.4124420727425924,3191.0,362.0,776.0,3108.0,330,E-8
City,El Segundo,2017,17303,17206,97,7463,3564,3885,14,7134,4.408414846576447,2.411830670030838,3201.0,363.0,775.0,3110.0,329,E-8
City,El Segundo,2018,17290,17190,100,7465,3566,3885,14,7133,4.447421299397192,2.4099256974624983,3202.0,364.0,774.0,3111.0,332,E-8
City,El Segundo,2019,17294,17191,103,7490,3588,3888,14,7156,4.4592790387182895,2.402319731693684,3216.0,372.0,776.0,3112.0,334,E-8
City,El Segundo,2020,17313,17204,109,7500,3597,3889,14,7175,4.33,2.3977700348432056,3217.0,380.0,778.0,3111.0,325,E-8
City,Elk Grove,2001,76298,76011,287,25211,23157,1781,273,24536,2.6774027210344693,3.0979377241604173,,,,,675,E-8
City,Elk Grove,2002,82932,82359,573,27004,24802,1928,274,26139,3.203229151236854,3.150809135774131,,,,,865,E-8
City,Elk Grove,2003,88954,88374,580,28886,26535,2077,274,27830,3.655750190403656,3.175494071146245,,,,,1056,E-8
City,Elk Grove,2004,113391,112889,502,37580,35031,2274,275,36124,3.874401277275146,3.125041523640793,,,,,1456,E-8
City,Elk Grove,2005,125703,125117,586,41905,38872,2758,275,40196,4.078272282543849,3.112672902776396,,,,,1709,E-8
City,Elk Grove,2006,135996,135458,538,45696,42200,3221,275,43747,4.265143557422969,3.0963951813838664,,,,,1949,E-8
City,Elk Grove,2007,142003,141240,763,47878,43986,3616,276,45625,4.705710347132295,3.0956712328767124,,,,,2253,E-8
City,Elk Grove,2008,146083,145388,695,49011,44741,3994,276,46680,4.75607516679929,3.1145672664952877,,,,,2331,E-8
City,Elk Grove,2009,149302,148679,623,49833,45176,4380,277,47332,5.018762667308812,3.141194118144173,,,,,2501,E-8
City,Elk Grove,2010,153015,152346,669,50634,45575,4782,277,47927,5.346210056483791,3.178709287040708,44040.0,1535.0,962.0,3820.0,2707,E-8
City,Elk Grove,2011,154504,153808,696,50929,45869,4784,276,48219,5.32113334249642,3.1897799622555425,44328.0,1541.0,961.0,3823.0,2710,E-8
City,Elk Grove,2012,156551,155828,723,51327,46150,4902,275,48724,5.071404913593236,3.198177489532879,44603.0,1547.0,960.0,3942.0,2603,E-8
City,Elk Grove,2013,160205,159455,750,52153,46588,5289,276,49916,4.289302628803715,3.1944667040628256,45032.0,1556.0,959.0,4330.0,2237,E-8
City,Elk Grove,2014,162138,161361,777,52623,47055,5292,276,50493,4.047659768542278,3.195710296476739,45493.0,1562.0,959.0,4333.0,2130,E-8
City,Elk Grove,2015,164437,163633,804,53023,47453,5294,276,50947,3.915282047413382,3.211827978094883,45884.0,1569.0,958.0,4336.0,2076,E-8
City,Elk Grove,2016,167089,166258,831,53629,48056,5297,276,51800,3.4104682168229927,3.209613899613899,46481.0,1575.0,957.0,4340.0,1829,E-8
City,Elk Grove,2017,169711,168853,858,54249,48676,5298,275,52524,3.179782115799368,3.214778006244764,47094.0,1582.0,955.0,4343.0,1725,E-8
City,Elk Grove,2018,171280,170395,885,54644,49069,5300,275,53133,2.7651709245296807,3.2069523648203564,47481.0,1588.0,954.0,4346.0,1511,E-8
City,Elk Grove,2019,172514,171602,912,55081,49501,5302,278,53707,2.494508088088454,3.19515147001322,47906.0,1595.0,953.0,4349.0,1374,E-8
City,Elk Grove,2020,176349,175415,934,56211,50536,5398,277,54897,2.34,3.195347651055614,48934.0,1602.0,948.0,4450.0,1314,E-8
City,Emeryville,1991,5815,5764,51,3635,465,3164,6,3237,10.949105914718018,1.7806611059623108,,,,,398,E-8
City,Emeryville,1992,5917,5865,52,3618,422,3186,10,3240,10.44776119402985,1.810185185185185,,,,,378,E-8
City,Emeryville,1993,6007,5954,53,3661,381,3267,13,3297,9.94263862332696,1.805884137094328,,,,,364,E-8
City,Emeryville,1994,6190,6136,54,3762,459,3287,16,3405,9.4896331738437,1.8020558002936855,,,,,357,E-8
City,Emeryville,1995,6157,6102,55,3966,641,3305,20,3605,9.102370146243066,1.6926490984743412,,,,,361,E-8
City,Emeryville,1996,6147,6091,56,3972,599,3350,23,3628,8.66062437059416,1.6788864388092613,,,,,344,E-8
City,Emeryville,1997,6196,6139,57,3958,558,3374,26,3635,8.160687215765538,1.6888583218707016,,,,,323,E-8
City,Emeryville,1998,6632,6573,59,4170,635,3505,30,3841,7.889688249400479,1.711273105961989,,,,,329,E-8
City,Emeryville,1999,6824,6758,66,4271,593,3645,33,3949,7.5392179817372975,1.7113193213471765,,,,,322,E-8
City,Emeryville,2000,6836,6769,67,4258,552,3670,36,3955,7.116016909347112,1.711504424778761,,,,,303,E-8
City,Emeryville,2001,7186,7119,67,4477,553,3887,37,4127,7.817735090462364,1.724981826992973,,,,,350,E-8
City,Emeryville,2002,7181,7113,68,4505,571,3897,37,4104,8.901220865704772,1.733187134502924,,,,,401,E-8
City,Emeryville,2003,7376,7307,69,4685,640,4008,37,4223,9.861259338313769,1.7302865261662326,,,,,462,E-8
City,Emeryville,2004,7483,7414,69,4816,656,4123,37,4296,10.79734219269103,1.7257914338919926,,,,,520,E-8
City,Emeryville,2005,7998,7928,70,5216,671,4508,37,4619,11.445552147239264,1.7163888287508118,,,,,597,E-8
City,Emeryville,2006,8248,8178,70,5440,686,4718,36,4779,12.150735294117649,1.7112366603892029,,,,,661,E-8
City,Emeryville,2007,8818,8747,71,5830,701,5093,36,5093,12.641509433962264,1.7174553308462597,,,,,737,E-8
City,Emeryville,2008,9362,9290,72,6186,784,5366,36,5376,13.094083414161007,1.7280505952380951,,,,,810,E-8
City,Emeryville,2009,9702,9630,72,6400,803,5561,36,5526,13.65625,1.742671009771987,,,,,874,E-8
City,Emeryville,2010,10080,10007,73,6646,821,5789,36,5694,14.324405657538364,1.7574639971900246,420.0,401.0,751.0,5038.0,952,E-8
City,Emeryville,2011,10193,10117,76,6655,823,5796,36,5708,14.229902329075884,1.7724246671338473,421.0,402.0,750.0,5046.0,947,E-8
City,Emeryville,2012,10386,10307,79,6670,826,5808,36,5753,13.748125937031483,1.7915869980879542,422.0,404.0,750.0,5058.0,917,E-8
City,Emeryville,2013,10705,10623,82,6679,829,5815,35,5885,11.888007186704597,1.8050977060322853,423.0,406.0,749.0,5066.0,794,E-8
City,Emeryville,2014,10972,10887,85,6755,832,5888,35,5983,11.428571428571432,1.8196556911248536,424.0,408.0,751.0,5137.0,772,E-8
City,Emeryville,2015,11123,11035,88,6764,834,5895,35,6002,11.265523358959197,1.8385538153948684,424.0,410.0,750.0,5145.0,762,E-8
City,Emeryville,2016,12012,11921,91,7179,836,6308,35,6454,10.098899568184985,1.8470715835141,424.0,412.0,748.0,5560.0,725,E-8
City,Emeryville,2017,12176,12082,94,7232,838,6359,35,6532,9.67920353982301,1.8496631965707289,424.0,414.0,747.0,5612.0,700,E-8
City,Emeryville,2018,12256,12159,97,7242,839,6369,34,6606,8.782104391052192,1.840599455040872,423.0,416.0,750.0,5619.0,636,E-8
City,Emeryville,2019,12307,12207,100,7257,842,6381,34,6656,8.281659087777316,1.833984375,424.0,418.0,748.0,5633.0,601,E-8
City,Emeryville,2020,12699,12598,101,7525,847,6644,34,6928,7.93,1.818418013856813,426.0,421.0,749.0,5895.0,597,E-8
City,Encinitas,1991,55405,53606,1799,22256,16058,5472,726,20939,5.917505391804457,2.5601031567887675,,,,,1317,E-8
