Geographic Level,Location,Date,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More
State,Mississippi,2014-01,329,298,2,16,13
State,Missouri,2014-01,933,471,38,17,407
State,Montana,2014-01,120,96,4,20,0
State,Nebraska,2014-01,308,243,0,0,65
State,Nevada,2014-01,676,587,0,4,85
State,New Hampshire,2014-01,109,91,8,0,10
State,New Jersey,2014-01,1387,705,64,15,603
State,New Mexico,2014-01,448,241,2,7,198
State,New York,2014-01,1222,542,50,69,561
State,North Carolina,2014-01,3389,2475,24,36,854
State,North Dakota,2014-01,105,105,0,0,0
State,Ohio,2014-01,920,634,2,22,262
State,Oklahoma,2014-01,1159,851,2,16,290
State,Oregon,2014-01,1236,652,14,8,562
State,Pennsylvania,2014-01,1482,852,20,44,566
State,Rhode Island,2014-01,49,43,6,0,0
State,South Carolina,2014-01,2210,1412,2,3,793
State,South Dakota,2014-01,264,94,0,4,166
State,Tennessee,2014-01,2422,1084,16,4,1318
State,Texas,2014-01,12373,7369,152,92,4760
State,Utah,2014-01,1241,757,18,38,428
State,Vermont,2014-01,54,37,4,0,13
State,Virginia,2014-01,1637,1413,12,11,201
State,Washington,2014-01,1769,1315,48,19,387
State,West Virginia,2014-01,141,124,0,7,10
State,Wisconsin,2014-01,555,257,2,0,296
State,Wyoming,2014-01,69,69,0,0,0
Metro,Bakersfield,2014-02,151,112,2,3,34
Metro,Chico,2014-02,35,29,6,0,0
Metro,El Centro,2014-02,2,2,0,0,0
Metro,Fresno,2014-02,139,105,0,3,31
Metro,Hanford,2014-02,10,10,0,0,0
Metro,Inland Empire,2014-02,549,378,14,9,148
Metro,Los Angeles,2014-02,2715,545,50,49,2071
Metro,Madera,2014-02,4,4,0,0,0
Metro,Merced,2014-02,7,1,0,0,6
Metro,Modesto,2014-02,18,18,0,0,0
Metro,Napa,2014-02,9,1,8,0,0
Metro,Redding,2014-02,13,13,0,0,0
Metro,Sacramento,2014-02,215,210,0,0,5
Metro,Salinas,2014-02,21,21,0,0,0
Metro,San Diego,2014-02,741,272,4,4,461
Metro,San Francisco,2014-02,381,185,10,16,170
Metro,San Jose,2014-02,525,144,0,3,378
Metro,San Luis Obispo,2014-02,21,21,0,0,0
Metro,Santa Barbara,2014-02,22,20,2,0,0
Metro,Santa Cruz,2014-02,16,11,0,0,5
Metro,Santa Rosa,2014-02,11,11,0,0,0
Metro,Stockton,2014-02,104,104,0,0,0
Metro,Vallejo,2014-02,18,14,0,4,0
Metro,Ventura,2014-02,68,23,0,4,41
Metro,Visalia,2014-02,41,41,0,0,0
Metro,Yuba City,2014-02,3,3,0,0,0
State,Alabama,2014-02,1271,710,14,0,547
State,Alaska,2014-02,57,53,4,0,0
State,Arizona,2014-02,2497,1343,14,4,1136
State,Arkansas,2014-02,366,331,22,13,0
State,California,2014-02,6069,2477,96,95,3401
State,Colorado,2014-02,2099,1163,28,22,886
State,Connecticut,2014-02,180,155,2,0,23
State,Delaware,2014-02,361,289,10,0,62
State,Florida,2014-02,7796,4066,40,76,3614
State,Georgia,2014-02,2910,1850,8,20,1032
State,Hawaii,2014-02,163,161,2,0,0
State,Idaho,2014-02,651,450,8,3,190
State,Illinois,2014-02,843,488,14,72,269
State,Indiana,2014-02,762,694,2,3,63
State,Iowa,2014-02,296,147,6,9,134
State,Kansas,2014-02,211,182,16,4,9
State,Kentucky,2014-02,633,360,8,11,254
State,Louisiana,2014-02,1348,1002,22,3,321
State,Maine,2014-02,155,141,2,0,12
State,Maryland,2014-02,1312,590,12,0,710
State,Massachusetts,2014-02,900,321,20,23,536
State,Michigan,2014-02,583,540,22,16,5
State,Minnesota,2014-02,561,445,0,0,116
State,Mississippi,2014-02,362,336,8,11,7
State,Missouri,2014-02,725,501,12,28,184
State,Montana,2014-02,78,62,8,8,0
State,Nebraska,2014-02,420,260,12,0,148
State,Nevada,2014-02,918,551,6,11,350
State,New Hampshire,2014-02,128,102,12,4,10
State,New Jersey,2014-02,1552,639,36,21,856
State,New Mexico,2014-02,284,272,2,10,0
State,New York,2014-02,2001,467,50,26,1458
State,North Carolina,2014-02,3469,2577,16,31,845
State,North Dakota,2014-02,471,300,2,6,163
State,Ohio,2014-02,903,671,16,26,190
State,Oklahoma,2014-02,803,746,46,3,8
State,Oregon,2014-02,749,556,8,4,181
State,Pennsylvania,2014-02,877,739,38,29,71
State,Rhode Island,2014-02,26,26,0,0,0
State,South Carolina,2014-02,2486,1482,4,7,993
State,South Dakota,2014-02,116,75,4,8,29
State,Tennessee,2014-02,1959,1329,4,30,596
State,Texas,2014-02,12156,7639,108,41,4368
State,Utah,2014-02,1522,759,8,20,735
State,Vermont,2014-02,44,31,2,0,11
State,Virginia,2014-02,2641,1538,16,11,1076
State,Washington,2014-02,2175,1095,48,37,995
State,West Virginia,2014-02,73,73,0,0,0
State,Wisconsin,2014-02,573,308,4,9,252
State,Wyoming,2014-02,122,97,2,0,23
Metro,Bakersfield,2014-03,175,132,0,3,40
Metro,Chico,2014-03,31,23,0,3,5
Metro,El Centro,2014-03,3,3,0,0,0
Metro,Fresno,2014-03,74,71,0,3,0
Metro,Hanford,2014-03,14,14,0,0,0
Metro,Inland Empire,2014-03,593,465,8,0,120
Metro,Los Angeles,2014-03,2199,747,52,36,1364
Metro,Madera,2014-03,7,7,0,0,0
Metro,Merced,2014-03,15,7,0,0,8
Metro,Modesto,2014-03,17,17,0,0,0
Metro,Napa,2014-03,3,3,0,0,0
Metro,Redding,2014-03,20,20,0,0,0
Metro,Sacramento,2014-03,354,241,2,0,111
Metro,Salinas,2014-03,22,22,0,0,0
Metro,San Diego,2014-03,1142,205,2,20,915
Metro,San Francisco,2014-03,997,302,2,3,690
Metro,San Jose,2014-03,544,137,0,35,372
Metro,San Luis Obispo,2014-03,54,54,0,0,0
Metro,Santa Barbara,2014-03,24,22,2,0,0
Metro,Santa Cruz,2014-03,16,11,0,0,5
Metro,Santa Rosa,2014-03,20,20,0,0,0
Metro,Stockton,2014-03,93,93,0,0,0
Metro,Vallejo,2014-03,47,47,0,0,0
Metro,Ventura,2014-03,62,30,0,3,29
Metro,Visalia,2014-03,71,71,0,0,0
Metro,Yuba City,2014-03,103,15,88,0,0
State,Alabama,2014-03,1312,764,2,0,546
State,Alaska,2014-03,95,85,6,4,0
State,Arizona,2014-03,3129,1431,98,3,1597
State,Arkansas,2014-03,722,412,34,10,266
State,California,2014-03,6894,2926,158,106,3704
State,Colorado,2014-03,3117,1509,40,17,1551
State,Connecticut,2014-03,249,162,8,0,79
State,Delaware,2014-03,364,312,18,11,23
State,Florida,2014-03,6019,4637,42,87,1253
State,Georgia,2014-03,3885,2371,16,15,1483
State,Hawaii,2014-03,148,137,2,0,9
State,Idaho,2014-03,860,539,10,43,268
State,Illinois,2014-03,1772,891,14,32,835
State,Indiana,2014-03,1225,968,10,16,231
State,Iowa,2014-03,792,595,34,17,146
State,Kansas,2014-03,687,345,48,6,288
State,Kentucky,2014-03,871,516,4,22,329
State,Louisiana,2014-03,1177,1041,30,0,106
State,Maine,2014-03,174,137,4,8,25
State,Maryland,2014-03,1059,823,0,0,236
State,Massachusetts,2014-03,774,491,20,36,227
State,Michigan,2014-03,855,810,14,16,15
State,Minnesota,2014-03,1202,650,4,4,544
State,Mississippi,2014-03,672,436,2,13,221
State,Missouri,2014-03,1185,819,24,19,323
State,Montana,2014-03,184,147,6,7,24
State,Nebraska,2014-03,629,373,4,3,249
State,Nevada,2014-03,1100,698,6,8,388
State,New Hampshire,2014-03,157,138,12,0,7
State,New Jersey,2014-03,2330,841,44,7,1438
State,New Mexico,2014-03,454,322,6,19,107
State,New York,2014-03,4492,684,76,91,3641
State,North Carolina,2014-03,4164,2960,8,0,1196
State,North Dakota,2014-03,737,325,30,48,334
State,Ohio,2014-03,1785,1088,34,55,608
State,Oklahoma,2014-03,1341,941,24,3,373
State,Oregon,2014-03,1098,745,26,11,316
State,Pennsylvania,2014-03,1834,1238,32,46,518
State,Rhode Island,2014-03,94,76,8,10,0
State,South Carolina,2014-03,2241,1845,4,3,389
State,South Dakota,2014-03,564,203,4,34,323
State,Tennessee,2014-03,2030,1534,2,7,487
State,Texas,2014-03,11650,8293,132,36,3189
State,Utah,2014-03,1335,1056,8,16,255
State,Vermont,2014-03,145,47,2,3,93
State,Virginia,2014-03,2008,1729,22,17,240
State,Washington,2014-03,2480,1407,50,47,976
State,West Virginia,2014-03,163,122,2,3,36
State,Wisconsin,2014-03,1287,572,24,3,688
State,Wyoming,2014-03,110,103,2,0,5
Metro,Bakersfield,2014-04,202,152,0,0,50
Metro,Chico,2014-04,35,35,0,0,0
Metro,El Centro,2014-04,15,15,0,0,0
Metro,Fresno,2014-04,122,103,0,3,16
Metro,Hanford,2014-04,17,17,0,0,0
Metro,Inland Empire,2014-04,869,404,8,20,437
Metro,Los Angeles,2014-04,3826,723,52,18,3033
Metro,Madera,2014-04,12,12,0,0,0
Metro,Merced,2014-04,9,9,0,0,0
Metro,Modesto,2014-04,37,32,0,0,5
Metro,Napa,2014-04,22,4,2,0,16
Metro,Redding,2014-04,19,19,0,0,0
Metro,Sacramento,2014-04,289,261,0,0,28
Metro,Salinas,2014-04,11,11,0,0,0
Metro,San Diego,2014-04,664,185,0,10,469
Metro,San Francisco,2014-04,908,324,18,0,566
Metro,San Jose,2014-04,831,212,0,11,608
Metro,San Luis Obispo,2014-04,44,35,0,0,9
Metro,Santa Barbara,2014-04,29,29,0,0,0
Metro,Santa Cruz,2014-04,13,8,0,0,5
Metro,Santa Rosa,2014-04,35,35,0,0,0
Metro,Stockton,2014-04,125,125,0,0,0
Metro,Vallejo,2014-04,96,96,0,0,0
Metro,Ventura,2014-04,56,25,0,0,31
Metro,Visalia,2014-04,68,68,0,0,0
Metro,Yuba City,2014-04,21,21,0,0,0
State,Alabama,2014-04,943,835,42,0,66
State,Alaska,2014-04,132,84,8,0,40
State,Arizona,2014-04,2687,1608,4,10,1065
State,Arkansas,2014-04,567,413,30,17,107
State,California,2014-04,8623,3154,80,62,5327
State,Colorado,2014-04,2480,1820,30,0,630
State,Connecticut,2014-04,336,221,6,4,105
State,Delaware,2014-04,382,318,22,4,38
State,Florida,2014-04,7217,4952,62,109,2094
State,Georgia,2014-04,2751,2204,4,39,504
State,Hawaii,2014-04,256,240,16,0,0
State,Idaho,2014-04,806,603,6,4,193
State,Illinois,2014-04,2417,1136,36,58,1187
State,Indiana,2014-04,1547,1217,40,12,278
State,Iowa,2014-04,1496,903,20,14,559
State,Kansas,2014-04,544,473,40,11,20
State,Kentucky,2014-04,803,598,10,15,180
State,Louisiana,2014-04,1241,1150,16,4,71
State,Maine,2014-04,250,209,4,4,33
State,Maryland,2014-04,1290,957,4,4,325
State,Massachusetts,2014-04,1033,638,48,28,319
State,Michigan,2014-04,1243,1145,8,14,76
State,Minnesota,2014-04,1082,958,6,13,105
State,Mississippi,2014-04,451,432,2,12,5
State,Missouri,2014-04,1621,808,32,8,773
State,Montana,2014-04,268,176,22,16,54
State,Nebraska,2014-04,837,532,6,0,299
State,Nevada,2014-04,1194,750,2,4,438
State,New Hampshire,2014-04,274,187,12,4,71
State,New Jersey,2014-04,1960,900,58,33,969
State,New Mexico,2014-04,336,333,0,3,0
State,New York,2014-04,3226,870,126,81,2149
State,North Carolina,2014-04,4433,3201,16,6,1210
State,North Dakota,2014-04,1107,461,2,0,644
State,Ohio,2014-04,1653,1139,38,47,429
State,Oklahoma,2014-04,1173,969,10,8,186
State,Oregon,2014-04,1529,748,18,22,741
State,Pennsylvania,2014-04,2388,1400,30,39,919
State,Rhode Island,2014-04,76,72,4,0,0
State,South Carolina,2014-04,2376,1853,2,3,518
State,South Dakota,2014-04,745,389,32,26,298
State,Tennessee,2014-04,2445,1679,32,32,702
State,Texas,2014-04,17725,9172,142,96,8315
State,Utah,2014-04,1267,997,4,15,251
State,Vermont,2014-04,116,77,8,13,18
State,Virginia,2014-04,2268,1861,8,4,395
State,Washington,2014-04,3320,1599,28,30,1663
State,West Virginia,2014-04,191,186,0,0,5
State,Wisconsin,2014-04,1226,775,58,11,382
State,Wyoming,2014-04,263,147,0,4,112
Metro,Bakersfield,2014-05,215,174,0,3,38
Metro,Chico,2014-05,38,38,0,0,0
Metro,El Centro,2014-05,0,0,0,0,0
Metro,Fresno,2014-05,291,120,2,7,162
Metro,Hanford,2014-05,25,25,0,0,0
Metro,Inland Empire,2014-05,775,719,4,8,44
Metro,Los Angeles,2014-05,1870,759,50,28,1033
Metro,Madera,2014-05,19,19,0,0,0
Metro,Merced,2014-05,25,20,0,0,5
Metro,Modesto,2014-05,43,43,0,0,0
Metro,Napa,2014-05,1,1,0,0,0
Metro,Redding,2014-05,13,13,0,0,0
Metro,Sacramento,2014-05,479,437,2,0,40
Metro,Salinas,2014-05,18,18,0,0,0
Metro,San Diego,2014-05,329,217,6,47,59
Metro,San Francisco,2014-05,602,413,2,3,184
Metro,San Jose,2014-05,854,149,2,8,695
Metro,San Luis Obispo,2014-05,46,35,0,4,7
Metro,Santa Barbara,2014-05,230,22,0,0,208
Metro,Santa Cruz,2014-05,20,15,0,0,5
Metro,Santa Rosa,2014-05,37,17,2,4,14
Metro,Stockton,2014-05,123,123,0,0,0
Metro,Vallejo,2014-05,16,16,0,0,0
Metro,Ventura,2014-05,71,45,0,3,23
Metro,Visalia,2014-05,50,50,0,0,0
Metro,Yuba City,2014-05,11,11,0,0,0
State,Alabama,2014-05,906,763,2,0,141
State,Alaska,2014-05,145,88,8,49,0
State,Arizona,2014-05,2474,1635,8,0,831
State,Arkansas,2014-05,1003,395,22,36,550
State,California,2014-05,6369,3589,88,118,2574
State,Colorado,2014-05,2133,1680,28,4,421
State,Connecticut,2014-05,433,212,22,48,151
State,Delaware,2014-05,417,359,10,6,42
State,Florida,2014-05,6807,5033,52,62,1660
State,Georgia,2014-05,3600,2338,28,13,1221
State,Hawaii,2014-05,197,197,0,0,0
State,Idaho,2014-05,1048,779,8,16,245
State,Illinois,2014-05,1913,1027,34,26,826
State,Indiana,2014-05,1723,1312,18,11,382
State,Iowa,2014-05,873,718,16,10,129
State,Kansas,2014-05,518,421,18,3,76
State,Kentucky,2014-05,760,597,6,13,144
State,Louisiana,2014-05,1227,1136,14,7,70
State,Maine,2014-05,360,300,2,20,38
State,Maryland,2014-05,1207,1016,2,3,186
State,Massachusetts,2014-05,1238,640,46,51,501
State,Michigan,2014-05,1921,1380,10,10,521
State,Minnesota,2014-05,2034,1106,4,31,893
State,Mississippi,2014-05,481,459,0,11,11
State,Missouri,2014-05,1542,808,64,22,648
State,Montana,2014-05,316,197,50,49,20
State,Nebraska,2014-05,665,512,0,0,153
State,Nevada,2014-05,1145,875,2,4,264
State,New Hampshire,2014-05,241,201,10,9,21
State,New Jersey,2014-05,2564,1001,48,59,1456
State,New Mexico,2014-05,354,345,0,4,5
State,New York,2014-05,3195,976,110,117,1992
State,North Carolina,2014-05,4196,3272,28,10,886
State,North Dakota,2014-05,1057,818,2,0,237
State,Ohio,2014-05,1914,1222,16,20,656
State,Oklahoma,2014-05,1397,974,26,24,373
State,Oregon,2014-05,2109,789,12,12,1296
State,Pennsylvania,2014-05,2134,1656,32,70,376
State,Rhode Island,2014-05,89,84,2,3,0
State,South Carolina,2014-05,2188,1935,4,0,249
State,South Dakota,2014-05,539,297,48,0,194
State,Tennessee,2014-05,2045,1389,18,3,635
State,Texas,2014-05,15440,8848,168,46,6378
State,Utah,2014-05,1459,1093,16,52,298
State,Vermont,2014-05,114,90,4,0,20
State,Virginia,2014-05,2383,1759,0,10,614
State,Washington,2014-05,3246,1552,50,15,1629
State,West Virginia,2014-05,147,134,0,0,13
State,Wisconsin,2014-05,1722,946,32,34,710
State,Wyoming,2014-05,197,175,0,3,19
Metro,Bakersfield,2014-06,220,191,2,4,23
Metro,Chico,2014-06,14,14,0,0,0
Metro,El Centro,2014-06,26,26,0,0,0
Metro,Fresno,2014-06,262,229,0,11,22
Metro,Hanford,2014-06,18,18,0,0,0
Metro,Inland Empire,2014-06,1403,938,16,15,434
Metro,Los Angeles,2014-06,1500,726,64,40,670
Metro,Madera,2014-06,17,17,0,0,0
Metro,Merced,2014-06,10,10,0,0,0
Metro,Modesto,2014-06,35,30,0,0,5
Metro,Napa,2014-06,1,1,0,0,0
Metro,Redding,2014-06,21,21,0,0,0
Metro,Sacramento,2014-06,602,529,0,28,45
Metro,Salinas,2014-06,9,9,0,0,0
Metro,San Diego,2014-06,797,222,4,19,552
Metro,San Francisco,2014-06,650,367,2,0,281
Metro,San Jose,2014-06,682,325,2,30,325
Metro,San Luis Obispo,2014-06,45,40,0,0,5
Metro,Santa Barbara,2014-06,53,53,0,0,0
Metro,Santa Cruz,2014-06,21,13,0,3,5
Metro,Santa Rosa,2014-06,73,31,0,0,42
Metro,Stockton,2014-06,205,205,0,0,0
Metro,Vallejo,2014-06,86,86,0,0,0
Metro,Ventura,2014-06,80,60,0,3,17
Metro,Visalia,2014-06,213,45,0,0,168
Metro,Yuba City,2014-06,35,25,10,0,0
State,Alabama,2014-06,1288,827,4,25,432
State,Alaska,2014-06,111,92,12,7,0
State,Arizona,2014-06,2484,1877,8,23,576
State,Arkansas,2014-06,543,393,42,12,96
State,California,2014-06,7308,4461,100,153,2594
State,Colorado,2014-06,2574,1770,68,4,732
State,Connecticut,2014-06,1317,255,2,24,1036
State,Delaware,2014-06,389,328,6,12,43
State,Florida,2014-06,7673,5046,50,62,2515
State,Georgia,2014-06,3145,2415,4,29,697
State,Hawaii,2014-06,317,201,8,0,108
State,Idaho,2014-06,830,626,12,75,117
State,Illinois,2014-06,2177,963,52,10,1152
State,Indiana,2014-06,2089,1276,22,18,773
State,Iowa,2014-06,1084,827,14,7,236
State,Kansas,2014-06,613,394,46,4,169
State,Kentucky,2014-06,892,751,6,17,118
State,Louisiana,2014-06,1214,1062,18,3,131
State,Maine,2014-06,384,312,2,0,70
State,Maryland,2014-06,1429,1029,4,4,392
State,Massachusetts,2014-06,1291,655,20,27,589
State,Michigan,2014-06,1666,1360,76,24,206
State,Minnesota,2014-06,1908,1115,12,49,732
State,Mississippi,2014-06,422,381,24,12,5
State,Missouri,2014-06,1767,819,54,18,876
State,Montana,2014-06,320,226,18,29,47
State,Nebraska,2014-06,713,557,6,0,150
State,Nevada,2014-06,1076,971,2,8,95
State,New Hampshire,2014-06,411,214,16,6,175
State,New Jersey,2014-06,2263,917,58,33,1255
State,New Mexico,2014-06,350,329,4,12,5
State,New York,2014-06,2780,981,102,93,1604
State,North Carolina,2014-06,3763,3106,16,14,627
State,North Dakota,2014-06,1824,1090,2,4,728
State,Ohio,2014-06,1873,1275,86,47,465
State,Oklahoma,2014-06,1342,884,22,8,428
State,Oregon,2014-06,1273,855,34,19,365
State,Pennsylvania,2014-06,2231,1302,16,56,857
State,Rhode Island,2014-06,89,87,2,0,0
State,South Carolina,2014-06,2129,1964,32,0,133
State,South Dakota,2014-06,419,365,12,3,39
State,Tennessee,2014-06,2050,1574,26,45,405
State,Texas,2014-06,12948,9065,102,75,3706
State,Utah,2014-06,1392,1122,18,67,185
State,Vermont,2014-06,158,127,6,10,15
State,Virginia,2014-06,3078,1800,16,11,1251
State,Washington,2014-06,2983,1730,370,44,839
State,West Virginia,2014-06,176,167,0,4,5
State,Wisconsin,2014-06,1505,938,22,17,528
State,Wyoming,2014-06,189,179,4,0,6
Metro,Bakersfield,2014-07,203,159,0,4,40
Metro,Chico,2014-07,198,35,0,3,160
Metro,El Centro,2014-07,29,24,2,3,0
Metro,Fresno,2014-07,196,192,0,4,0
Metro,Hanford,2014-07,21,21,0,0,0
Metro,Inland Empire,2014-07,785,642,8,16,119
Metro,Los Angeles,2014-07,2205,755,74,28,1348
Metro,Madera,2014-07,15,15,0,0,0
Metro,Merced,2014-07,11,7,4,0,0
Metro,Modesto,2014-07,25,20,0,0,5
Metro,Napa,2014-07,0,0,0,0,0
Metro,Redding,2014-07,21,21,0,0,0
Metro,Sacramento,2014-07,293,293,0,0,0
Metro,Salinas,2014-07,48,12,0,0,36
Metro,San Diego,2014-07,672,182,8,12,470
Metro,San Francisco,2014-07,1137,305,20,3,809
Metro,San Jose,2014-07,652,150,2,14,486
Metro,San Luis Obispo,2014-07,42,42,0,0,0
Metro,Santa Barbara,2014-07,28,28,0,0,0
Metro,Santa Cruz,2014-07,18,10,0,3,5
Metro,Santa Rosa,2014-07,21,21,0,0,0
Metro,Stockton,2014-07,110,110,0,0,0
Metro,Vallejo,2014-07,25,25,0,0,0
Metro,Ventura,2014-07,237,18,0,12,207
Metro,Visalia,2014-07,105,105,0,0,0
Metro,Yuba City,2014-07,9,9,0,0,0
State,Alabama,2014-07,1103,825,18,18,242
State,Alaska,2014-07,130,95,2,3,30
State,Arizona,2014-07,2324,1569,2,0,753
State,Arkansas,2014-07,408,395,8,0,5
State,California,2014-07,7347,3397,118,102,3730
State,Colorado,2014-07,2980,1671,46,8,1255
State,Connecticut,2014-07,327,227,8,0,92
State,Delaware,2014-07,415,346,4,8,57
State,Florida,2014-07,7801,5422,52,201,2126
State,Georgia,2014-07,3472,2438,6,20,1008
State,Hawaii,2014-07,279,265,14,0,0
State,Idaho,2014-07,714,598,6,4,106
State,Illinois,2014-07,2327,994,66,68,1199
State,Indiana,2014-07,2073,1218,36,20,799
State,Iowa,2014-07,954,705,138,12,99
State,Kansas,2014-07,450,386,32,0,32
State,Kentucky,2014-07,793,580,28,20,165
State,Louisiana,2014-07,1199,1127,26,3,43
State,Maine,2014-07,340,271,16,7,46
State,Maryland,2014-07,1898,1058,34,11,795
State,Massachusetts,2014-07,1246,609,24,12,601
State,Michigan,2014-07,1990,1359,14,56,561
State,Minnesota,2014-07,1830,1170,8,19,633
State,Mississippi,2014-07,852,440,2,17,393
State,Missouri,2014-07,1261,737,36,10,478
State,Montana,2014-07,491,206,6,39,240
State,Nebraska,2014-07,636,439,18,6,173
State,Nevada,2014-07,1487,1007,18,71,391
State,New Hampshire,2014-07,620,239,6,28,347
State,New Jersey,2014-07,3115,956,50,27,2082
State,New Mexico,2014-07,310,293,4,8,5
State,New York,2014-07,3683,1014,72,64,2533
State,North Carolina,2014-07,4684,3351,16,3,1314
State,North Dakota,2014-07,1649,1021,0,0,628
State,Ohio,2014-07,2431,1176,72,132,1051
State,Oklahoma,2014-07,976,892,14,14,56
State,Oregon,2014-07,1445,844,62,7,532
State,Pennsylvania,2014-07,2109,1399,78,40,592
State,Rhode Island,2014-07,102,92,10,0,0
State,South Carolina,2014-07,2352,2126,4,6,216
State,South Dakota,2014-07,382,314,4,7,57
State,Tennessee,2014-07,1748,1537,4,8,199
State,Texas,2014-07,14717,9329,150,111,5127
State,Utah,2014-07,1341,987,10,52,292
State,Vermont,2014-07,118,95,8,0,15
State,Virginia,2014-07,2779,1850,2,19,908
State,Washington,2014-07,3206,1802,92,44,1268
State,West Virginia,2014-07,204,187,0,12,5
State,Wisconsin,2014-07,1435,947,68,37,383
State,Wyoming,2014-07,173,157,4,7,5
Metro,Bakersfield,2014-08,175,138,2,3,32
Metro,Chico,2014-08,34,22,0,0,12
Metro,El Centro,2014-08,0,0,0,0,0
Metro,Fresno,2014-08,183,116,0,3,64
Metro,Hanford,2014-08,21,21,0,0,0
Metro,Inland Empire,2014-08,636,428,6,8,194
Metro,Los Angeles,2014-08,1936,687,58,41,1150
Metro,Madera,2014-08,22,22,0,0,0
Metro,Merced,2014-08,9,9,0,0,0
Metro,Modesto,2014-08,43,43,0,0,0
Metro,Napa,2014-08,14,3,0,0,11
Metro,Redding,2014-08,12,12,0,0,0
Metro,Sacramento,2014-08,319,304,0,0,15
Metro,Salinas,2014-08,26,26,0,0,0
Metro,San Diego,2014-08,367,152,6,26,183
Metro,San Francisco,2014-08,464,237,6,0,221
Metro,San Jose,2014-08,973,158,0,0,815
Metro,San Luis Obispo,2014-08,48,41,0,0,7
Metro,Santa Barbara,2014-08,19,19,0,0,0
Metro,Santa Cruz,2014-08,18,10,0,3,5
Metro,Santa Rosa,2014-08,17,17,0,0,0
Metro,Stockton,2014-08,78,78,0,0,0
Metro,Vallejo,2014-08,26,26,0,0,0
Metro,Ventura,2014-08,55,19,0,3,33
Metro,Visalia,2014-08,72,68,4,0,0
Metro,Yuba City,2014-08,10,10,0,0,0
State,Alabama,2014-08,1121,708,2,4,407
State,Alaska,2014-08,106,89,2,3,12
State,Arizona,2014-08,2104,1362,4,4,734
State,Arkansas,2014-08,435,402,16,12,5
State,California,2014-08,5667,2756,82,87,2742
State,Colorado,2014-08,2537,1577,28,0,932
State,Connecticut,2014-08,419,256,4,0,159
State,Delaware,2014-08,387,343,4,0,40
State,Florida,2014-08,6793,5200,58,87,1448
State,Georgia,2014-08,3392,2407,18,304,663
State,Hawaii,2014-08,217,217,0,0,0
State,Idaho,2014-08,817,581,10,64,162
State,Illinois,2014-08,1467,970,8,76,413
State,Indiana,2014-08,1429,1201,20,11,197
State,Iowa,2014-08,962,631,48,116,167
State,Kansas,2014-08,497,381,20,0,96
State,Kentucky,2014-08,692,522,14,14,142
State,Louisiana,2014-08,1329,1090,42,3,194
State,Maine,2014-08,294,220,2,4,68
State,Maryland,2014-08,1345,1063,6,7,269
State,Massachusetts,2014-08,1112,533,84,13,482
State,Michigan,2014-08,1543,1217,14,18,294
State,Minnesota,2014-08,1684,1073,10,16,585
State,Mississippi,2014-08,474,443,2,19,10
State,Missouri,2014-08,1102,736,24,16,326
State,Montana,2014-08,322,167,18,10,127
State,Nebraska,2014-08,795,484,4,0,307
State,Nevada,2014-08,1230,762,18,0,450
State,New Hampshire,2014-08,417,212,6,8,191
State,New Jersey,2014-08,2015,827,44,34,1110
State,New Mexico,2014-08,428,391,4,17,16
State,New York,2014-08,2912,753,70,67,2022
State,North Carolina,2014-08,4925,3169,28,30,1698
State,North Dakota,2014-08,937,427,0,4,506
State,Ohio,2014-08,2460,1194,44,35,1187
State,Oklahoma,2014-08,938,878,20,16,24
State,Oregon,2014-08,1050,648,8,0,394
State,Pennsylvania,2014-08,1599,1186,24,40,349
State,Rhode Island,2014-08,82,69,2,0,11
State,South Carolina,2014-08,2151,1898,8,3,242
State,South Dakota,2014-08,391,246,2,6,137
